"Transcript_ID","Locus_ID","Description","RAP.DB.Gene.Symbol.Synonym.s.","RAP.DB.Gene.Name.Synonym.s.","CGSNL.Gene.Symbol","CGSNL.Gene.Name","Oryzabase.Gene.Symbol.Synonym.s.","Oryzabase.Gene.Name.Synonym.s.","GO","InterPro","Transcript.evidence","ORF.evidence","Curation.Date","Literature.PMID","FLcDNA.clone.ID","Oryzabase.Trait.Gene.ID","A.thaliana_gene_id","Reciprocal_flag","Type","Short_description","Curator_summary","Computational_description","gene.alias","Note","symbol","Alias","full_name","computational_description","Dbxref","locus_type","curator_summary","description","nochangenat.description","NormalizationGroup","padj","log2FoldChange"
"LOC_Osp1g01100.1","LOC_Osp1g01100","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ATCG00830.1","2","protein_coding","ribosomal protein L2","""encodes a chloroplast ribosomal protein L2, a constituent of the large subunit of the ribosomal complex""","""ribosomal protein L2 (RPL2.1); FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: plastid large ribosomal subunit, chloroplast; EXPRESSED IN: guard cell; CONTAINS InterPro DOMAIN/s: Nucleic acid-binding, OB-fold (InterPro:IPR012340), Translation protein SH3-like, subgroup (InterPro:IPR014722), Ribosomal protein L2 (InterPro:IPR002171), Ribosomal protein L2, bacterial-type (InterPro:IPR005880), Translation protein SH3-like (InterPro:IPR008991), Nucleic acid-binding, OB-fold-like (InterPro:IPR016027), Ribosomal protein L2, C-terminal (InterPro:IPR022669), Ribosomal Proteins L2, RNA binding domain (InterPro:IPR022666), Ribosomal protein L2, conserved site (InterPro:IPR022671); BEST Arabidopsis thaliana protein match is: ribosomal protein L2 (TAIR:ATCG01310.1).""","RPL2.1","ribosomal protein L2","RPL2.1","-","ribosomal protein L2","ribosomal protein L2 (RPL2.1)%3B FUNCTIONS IN: structural constituent of ribosome%3B INVOLVED IN: translation%3B LOCATED IN: plastid large ribosomal subunit%2C chloroplast%3B EXPRESSED IN: guard cell%3B CONTAINS InterPro DOMAIN/s: Nucleic acid-binding%2C OB-fold (InterPro:IPR012340)%2C Translation protein SH3-like%2C subgroup (InterPro:IPR014722)%2C Ribosomal protein L2 (InterPro:IPR002171)%2C Ribosomal protein L2%2C bacterial-type (InterPro:IPR005880)%2C Translation protein SH3-like (InterPro:IPR008991)%2C Nucleic acid-binding%2C OB-fold-like (InterPro:IPR016027)%2C Ribosomal protein L2%2C C-terminal (InterPro:IPR022669)%2C Ribosomal Proteins L2%2C RNA binding domain (InterPro:IPR022666)%2C Ribosomal protein L2%2C conserved site (InterPro:IPR022671)%3B BEST Arabidopsis thaliana protein match is: ribosomal protein L2 (TAIR:ATCG01310.1).","""PMID:15489285,PMID:18650403,locus:504954706""","protein_coding","encodes a chloroplast ribosomal protein L2%2C a constituent of the large subunit of the ribosomal complex","-","-","data",0.0416104387001477,1.35070191925367
"Os01t0104600-01","Os01g0104600","Homolog of Arabidopsis DE-ETIOLATED1 (DET1), Modulation of the ABA signaling pathway and ABA biosynthesis, Regulation of chlorophyll content","OsDET1","DE-ETIOLATED1","-","-","OsDET1","DE-ETIOLATED1","-","De-etiolated protein 1, Det1 (IPR019138)","AK100613, GQ898934 (Chongqing 2, indica)","Q658D0, D0EW63 (indica)","-","27208292, 23849131","J023107M18","13483","AT4G10180.1","2","protein_coding","light-mediated development protein 1 / deetiolated1 (DET1)","Encodes a nuclear-localized protein that acts as a repressor of photomorphogenesis and may be involved in chromatin remodeling. The mRNA is cell-to-cell mobile.","""DE-ETIOLATED 1 (DET1); FUNCTIONS IN: catalytic activity; INVOLVED IN: DNA repair, negative regulation of photomorphogenesis; LOCATED IN: nucleus; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: De-etiolated protein 1, Det1 (InterPro:IPR019138), Six-hairpin glycosidase-like (InterPro:IPR008928)""","""ATDET1,DET1,FUS2""","light-mediated development protein 1 / deetiolated1 (DET1)","DET1","""ATDET1,FUS2,FUSCA 2""","DE-ETIOLATED 1","DE-ETIOLATED 1 (DET1)%3B FUNCTIONS IN: catalytic activity%3B INVOLVED IN: DNA repair%2C negative regulation of photomorphogenesis%3B LOCATED IN: nucleus%3B EXPRESSED IN: 22 plant structures%3B EXPRESSED DURING: 13 growth stages%3B CONTAINS InterPro DOMAIN/s: De-etiolated protein 1%2C Det1 (InterPro:IPR019138)%2C Six-hairpin glycosidase-like (InterPro:IPR008928)%3B Has 248 Blast hits to 240 proteins in 75 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 106%3B Fungi - 0%3B Plants - 132%3B Viruses - 0%3B Other Eukaryotes - 10 (source: NCBI BLink).","""PMID:10634906,PMID:10550634,PMID:9927635,PMID:9778848,PMID:9744096,PMID:9681024,PMID:9620274,PMID:9093863,PMID:9085570,PMID:8980519,PMID:8953766,PMID:8819865,PMID:7696878,PMID:7881072,PMID:8033202,PMID:8038603,PMID:8038602,PMID:8314087,PMID:8439741,PMID:1843409,PMID:2247447,PMID:2776216,PMID:11883605,PMID:12130786,PMID:12324600,PMID:12232088,PMID:12232085,PMID:12226490,PMID:12225670,PMID:12225661,PMID:12445126,PMID:12538522,PMID:14563928,PMID:14739464,PMID:16339850,PMID:16325963,PMID:16565297,PMID:16844902,PMID:16792691,PMID:17452440,PMID:17409070,PMID:18434413,PMID:19061479,PMID:15988568,PMID:19921247,PMID:20041285,PMID:20487384,PMID:20599732,PMID:21304489,PMID:21884973,PMID:21884969,PMID:22908040,PMID:23450167,PMID:23849131,PMID:25248553,PMID:25248106,PMID:25533339,PMID:25575996,PMID:25704163,locus:2005505""","protein_coding","Encodes a nuclear-localized protein that acts as a repressor of photomorphogenesis and may be involved in chromatin remodeling.","-","-","data",0.0415729318748567,0.44056977517749
"Os01t0642200-01","Os01g0642200","Conserved hypothetical protein.","-","-","-","-","-","-","-","-","AK105174 (DDBJ, Best hit), AK071521 (DDBJ, Best hit)","B8ACD2 (UniProt)","-","-","001-104-H01, J023099A13","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","data",0.00719246750744198,-0.468094963889566
"Os01t0678500-02","Os01g0678500","Voltage-gated Ca2+ channel  protein, Elicitor-induced defense reponses, Hypersensitive cell death, Activation of MAPK cascade","TPC1, OsTPC1, Tpc1, OsCC1","TWO-PORE CHANNEL 1, Oryza sativa two-pore channel 1, Two-pore channel 1, Two pore calcium channel protein 1, Voltage-dependent calcium channel protein TPC1","TPC1","TWO-PORE CHANNEL 1","OsTPC1, Tpc1, OsCC1, OsCL1 pore","Two pore calcium channel protein 1, Two-pore channel 1, Voltage-dependent calcium channel protein TPC1","Biological Process: ion transport (GO:0006811), Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Molecular Function: ion channel activity (GO:0005216), Molecular Function: calcium ion binding (GO:0005509)","Calcium-binding EF-hand (IPR002048), Ion transport (IPR005821), EF-hand-like domain (IPR011992), EF-HAND 2 (IPR018249)","AK100998 (Genbank)","Q5QM84 (UniProt), B9EYL2 (UniProt)","-","15111725, 15215504, 15941394","J023146P13","3069","AT4G03560.1","2","protein_coding","two-pore  channel 1","Encodes a depolarization-activated Ca(2+) channel. Anti-sense experiments with this gene as well as Sucrose-H(+) symporters and complementation of yeast sucrose uptake mutant cch1 suggest that this protein mediates a voltage-activated Ca(2+ )influx. Mutants lack detectable SV channel activity suggesting TPC1 is essential component of the SV channel. Patch clamp analysis of loss of function mutation indicates TPC1 does not affect Ca2+ signaling in response to abiotic and biotic stress.","""two-pore  channel 1 (TPC1); FUNCTIONS IN: voltage-gated calcium channel activity, calcium channel activity; INVOLVED IN: regulation of jasmonic acid biosynthetic process, calcium ion transport, calcium-mediated signaling, seed germination, regulation of stomatal movement; LOCATED IN: vacuolar membrane, plasma membrane, vacuole, plant-type vacuole; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: EF-HAND 2 (InterPro:IPR018249), Ion transport (InterPro:IPR005821), EF-hand-like domain (InterPro:IPR011992), Calcium-binding EF-hand (InterPro:IPR002048)""","""ATCCH1,ATTPC1,FOU2,TPC1""","two-pore channel 1","TPC1","""ATCCH1,CALCIUM CHANNEL 1,ATTPC1,two-pore  channel 1,FOU2,FATTY ACID OXYGENATION UPREGULATED 2""","two-pore  channel 1","two-pore  channel 1 (TPC1)%3B FUNCTIONS IN: voltage-gated calcium channel activity%2C calcium channel activity%3B INVOLVED IN: regulation of jasmonic acid biosynthetic process%2C calcium ion transport%2C calcium-mediated signaling%2C seed germination%2C regulation of stomatal movement%3B LOCATED IN: vacuolar membrane%2C plasma membrane%2C vacuole%2C plant-type vacuole%3B EXPRESSED IN: 25 plant structures%3B EXPRESSED DURING: 15 growth stages%3B CONTAINS InterPro DOMAIN/s: EF-HAND 2 (InterPro:IPR018249)%2C Ion transport (InterPro:IPR005821)%2C EF-hand-like domain (InterPro:IPR011992)%2C Calcium-binding EF-hand (InterPro:IPR002048)%3B Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12%3B Bacteria - 1396%3B Metazoa - 17338%3B Fungi - 3422%3B Plants - 5037%3B Viruses - 0%3B Other Eukaryotes - 2996 (source: NCBI BLink).","""PMID:11577183,PMID:11950613,PMID:12175911,PMID:15111725,PMID:15464979,PMID:15772667,PMID:15913561,PMID:17253984,PMID:17355948,PMID:18028262,PMID:17981874,PMID:18650403,PMID:18775970,PMID:19067975,PMID:19298454,PMID:20061305,PMID:20630987,PMID:20687615,PMID:21459829,PMID:21693672,PMID:21764990,PMID:21736651,PMID:21854623,PMID:22067997,PMID:22490017,PMID:22990444,PMID:23105130,PMID:23845012,PMID:24770793,PMID:24706854,locus:2128716""","protein_coding","Encodes a depolarization-activated Ca(2+) channel. Anti-sense experiments with this gene as well as Sucrose-H(+) symporters and complementation of yeast sucrose uptake mutant cch1 suggest that this protein mediates a voltage-activated Ca(2+ )influx. Mutants lack detectable SV channel activity suggesting TPC1 is essential component of the SV channel. Patch clamp analysis of loss of function mutation indicates TPC1 does not affect Ca2+ signaling in response to abiotic and biotic stress.","-","-","data",0.0262132355081134,0.436155007266722
"Os01t0791033-00","Os01g0791033","Similar to ribulose-1, 5-bisphosphate carboxylase/oxygenase large subunit.","-","-","-","-","-","-","Biological Process: carbon fixation (GO:0015977), Cellular Component: plastid (GO:0009536), Molecular Function: magnesium ion binding (GO:0000287), Molecular Function: ribulose-bisphosphate carboxylase activity (GO:0016984)","Ribulose bisphosphate carboxylase, large subunit, C-terminal (IPR000685)","ab initio prediction","NP_039391.1 (RefSeq)","-","-","-","-","ATCG00490.1","1","protein_coding","ribulose-bisphosphate carboxylases","large subunit of RUBISCO. Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.","""RBCL; FUNCTIONS IN: ribulose-bisphosphate carboxylase activity; INVOLVED IN: response to cadmium ion, carbon fixation, peptidyl-cysteine S-nitrosylation, response to abscisic acid stimulus; LOCATED IN: in 10 components; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ribulose bisphosphate carboxylase, large subunit, C-terminal (InterPro:IPR000685), Ribulose bisphosphate carboxylase, large subunit, ferrodoxin-like N-terminal (InterPro:IPR017443), Ribulose bisphosphate carboxylase, large subunit, N-terminal (InterPro:IPR017444), Ribulose bisphosphate carboxylase, large chain, active site (InterPro:IPR020878); BEST Arabidopsis thaliana protein match is: Ribulose bisphosphate carboxylase large chain, catalytic domain (TAIR:AT2G07732.1).""","RBCL","ribulose-bisphosphate carboxylase","RBCL","-","-","RBCL%3B FUNCTIONS IN: ribulose-bisphosphate carboxylase activity%3B INVOLVED IN: response to cadmium ion%2C carbon fixation%2C peptidyl-cysteine S-nitrosylation%2C response to abscisic acid stimulus%3B LOCATED IN: in 10 components%3B EXPRESSED IN: 24 plant structures%3B EXPRESSED DURING: 14 growth stages%3B CONTAINS InterPro DOMAIN/s: Ribulose bisphosphate carboxylase%2C large subunit%2C C-terminal (InterPro:IPR000685)%2C Ribulose bisphosphate carboxylase%2C large subunit%2C ferrodoxin-like N-terminal (InterPro:IPR017443)%2C Ribulose bisphosphate carboxylase%2C large subunit%2C N-terminal (InterPro:IPR017444)%2C Ribulose bisphosphate carboxylase%2C large chain%2C active site (InterPro:IPR020878)%3B BEST Arabidopsis thaliana protein match is: Ribulose bisphosphate carboxylase large chain%2C catalytic domain (TAIR:AT2G07732.1).","""PMID:10908634,PMID:10586878,PMID:9681024,PMID:9489018,PMID:9306699,PMID:9193094,PMID:9112766,PMID:3224389,PMID:11800381,PMID:11299375,PMID:11532164,PMID:12232406,PMID:15322131,PMID:15847915,PMID:16461379,PMID:17397510,PMID:18297659,PMID:18650403,PMID:18768909,PMID:16247559,PMID:19587101,PMID:19919572,PMID:20005002,PMID:20097872,PMID:20118269,PMID:20653886,PMID:20653883,PMID:21220760,PMID:21378116,PMID:22115780,PMID:23076438,PMID:23295968,PMID:23281391,PMID:24053212,PMID:25480370,locus:504954672""","protein_coding","large subunit of RUBISCO. Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.","-","-","data",0.022946969133085,2.05079147609406
"Os02t0530100-01","Os02g0530100","Similar to C4-dicarboxylate transporter/malic acid transport protein.","-","-","CCH","COPPER CHAPERONE HOMOLOG","OsATX1, CCH, ATX1","Anti-oxidant 1, copper chaperone homolog CCH","Biological Process: metal ion transport (GO:0030001), Molecular Function: metal ion binding (GO:0046872)","Heavy metal-associated domain, HMA (IPR006121)","AK058520 (DDBJ, Best hit)","B6SWN8 (UniProt)","-","-","001-016-H06","8922","AT3G56240.2","2","protein_coding","copper chaperone","""CCH protein belongs to a family of eukaryotic proteins that participate in  intracellular copper homeostasis by delivering this metal to the secretory pathway; mainly located along the vascular bundles of senescing leaves and petioles as well as in stem sieve elements; hypothesized  to have a role in copper mobilization from decaying organs towards reproductive structures, as a result of metalloprotein breakdown. The plant-specific C-terminal domain of the CCH protein forms amyloid-like fibrils in vitro.""","copper chaperone (CCH); FUNCTIONS IN: copper chaperone activity; INVOLVED IN: in 6 processes; LOCATED IN: chloroplast; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Heavy metal transport/detoxification protein (InterPro:IPR006121); BEST Arabidopsis thaliana protein match is: homolog of anti-oxidant 1 (TAIR:AT1G66240.1)","CCH","copper chaperone","CCH","-","copper chaperone","copper chaperone (CCH)%3B FUNCTIONS IN: copper chaperone activity%3B INVOLVED IN: in 6 processes%3B LOCATED IN: chloroplast%3B EXPRESSED IN: 26 plant structures%3B EXPRESSED DURING: 15 growth stages%3B CONTAINS InterPro DOMAIN/s: Heavy metal transport/detoxification protein (InterPro:IPR006121)%3B BEST Arabidopsis thaliana protein match is: homolog of anti-oxidant 1 (TAIR:AT1G66240.1)%3B Has 2051 Blast hits to 1937 proteins in 366 species: Archae - 10%3B Bacteria - 382%3B Metazoa - 168%3B Fungi - 207%3B Plants - 1221%3B Viruses - 0%3B Other Eukaryotes - 63 (source: NCBI BLink).","""PMID:10837271,PMID:10820013,PMID:10444084,PMID:9701579,PMID:11309142,PMID:11439106,PMID:15180901,PMID:15687088,PMID:15848163,PMID:16157865,PMID:16367966,PMID:17223078,PMID:18650403,PMID:18775970,PMID:18631293,PMID:19122104,PMID:19941154,PMID:20005002,PMID:19969519,PMID:20117084,PMID:21798377,PMID:22555879,locus:2078461""","protein_coding","CCH protein belongs to a family of eukaryotic proteins that participate in  intracellular copper homeostasis by delivering this metal to the secretory pathway%3B mainly located along the vascular bundles of senescing leaves and petioles as well as in stem sieve elements%3B hypothesized  to have a role in copper mobilization from decaying organs towards reproductive structures%2C as a result of metalloprotein breakdown. The plant-specific C-terminal domain of the CCH protein forms amyloid-like fibrils in vitro.","-","-","data",0.0492291693298791,-0.766598107626389
"Os02t0668500-02","Os02g0668500","Similar to cellular retinaldehyde-binding/triple function, C-terminal.","-","-","-","-","-","-","-","-","AK060958 (DDBJ, Best hit)","NP_001147236.1 (RefSeq)","-","-","006-201-H07","-","AT4G35750.1","1","protein_coding","SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein","NULL","""SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein; CONTAINS InterPro DOMAIN/s: Cellular retinaldehyde-binding/triple function, C-terminal (InterPro:IPR001251); BEST Arabidopsis thaliana protein match is: SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein (TAIR:AT3G10210.1)""","-","SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein","-","-","-","SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein%3B CONTAINS InterPro DOMAIN/s: Cellular retinaldehyde-binding/triple function%2C C-terminal (InterPro:IPR001251)%3B BEST Arabidopsis thaliana protein match is: SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein (TAIR:AT3G10210.1)%3B Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 736%3B Fungi - 347%3B Plants - 385%3B Viruses - 0%3B Other Eukaryotes - 339 (source: NCBI BLink).","""PMID:14617064,PMID:15308753,PMID:17085508,PMID:17545220,locus:2128018""","protein_coding","-","-","-","data",0.038899632466806,-0.527283041026778
"Os02t0684400-01","Os02g0684400","Similar to OXS3 (OXIDATIVE STRESS 3).","-","-","-","-","-","-","-","-","AK065103 (DDBJ, Best hit)","NP_200466.1 (RefSeq)","-","-","J013001N07","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","data",0.0219232661860905,-0.799502231850945
"Os02t0794600-01","Os02g0794600","Similar to Copper chaperone COX17-1.","-","-","-","-","-","-","Biological Process: copper ion transport (GO:0006825), Cellular Component: mitochondrial intermembrane space (GO:0005758), Molecular Function: copper ion binding (GO:0005507), Molecular Function: copper chaperone activity (GO:0016531)","Cytochrome c oxidase copper chaperone (IPR007745), MTCP1 (IPR009069)","AK108336 (DDBJ, Best hit)","B6TDC7 (UniProt)","-","-","002-142-A06","-","AT3G15352.2","2","protein_coding","cytochrome c oxidase 17","""Encodes protein similar to yeast COX17, a copper-binding protein that mediates the delivery of Cu to the mitochondria for the assembly of a functional cytochrome oxidase complex.""","""cytochrome c oxidase 17 (COX17); FUNCTIONS IN: copper chaperone activity; INVOLVED IN: response to bacterium, response to copper ion; LOCATED IN: mitochondrial intermembrane space; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase copper chaperone (InterPro:IPR007745); BEST Arabidopsis thaliana protein match is: Cytochrome C oxidase copper chaperone (COX17) (TAIR:AT1G53030.1)""","""ATCOX17,COX17""","cytochrome c oxidase 17","COX17","""ATCOX17,ARABIDOPSIS THALIANA CYTOCHROME C OXIDASE 17""","cytochrome c oxidase 17","cytochrome c oxidase 17 (COX17)%3B FUNCTIONS IN: copper chaperone activity%3B INVOLVED IN: response to bacterium%2C response to copper ion%3B LOCATED IN: mitochondrial intermembrane space%3B EXPRESSED IN: 22 plant structures%3B EXPRESSED DURING: 13 growth stages%3B CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase copper chaperone (InterPro:IPR007745)%3B BEST Arabidopsis thaliana protein match is: Cytochrome C oxidase copper chaperone (COX17) (TAIR:AT1G53030.1)%3B Has 294 Blast hits to 294 proteins in 132 species: Archae - 0%3B Bacteria - 0%3B Metazoa - 138%3B Fungi - 51%3B Plants - 55%3B Viruses - 0%3B Other Eukaryotes - 50 (source: NCBI BLink).","""PMID:12177498,PMID:12196180,PMID:14730085,PMID:15546358,PMID:16113211,locus:505006350""","protein_coding","Encodes protein similar to yeast COX17%2C a copper-binding protein that mediates the delivery of Cu to the mitochondria for the assembly of a functional cytochrome oxidase complex.","-","-","data",0.038899632466806,0.807790076003288
"Os03t0176900-01","Os03g0176900","Conserved hypothetical protein.","-","-","-","-","-","-","-","-","AK073509 (DDBJ, Best hit)","B8APR6 (UniProt)","-","-","J033044N03","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","data",0.00901274313911662,-1.17620617718442
"Os03t0285700-01","Os03g0285700","Similar to L-ascorbate peroxidase.","-","-","APX1","ASCORBATE PEROXIDASE 1","OsAPX1, APXa, OsAPx01, OsAPx1, OSAPX1, APx1, cAPX","""L-ascorbate peroxidase 1, cytosolic"", Ascorbate peroxidase, cytosolic Ascorbate Peroxidase, ascorbate peroxidase 1, ascorbate peroxidase a","Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)","Haem peroxidase, plant/fungal/bacterial (IPR002016), Plant ascorbate peroxidase (IPR002207), Haem peroxidase (IPR010255), Peroxidases heam-ligand binding site (IPR019793), Peroxidase, active site (IPR019794)","AK061841 (DDBJ, Best hit)","Q10N21 (UniProt)","-","-","001-040-E04","7166","AT1G07890.5","1","protein_coding","ascorbate peroxidase 1","""Encodes a cytosolic ascorbate peroxidase APX1.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms. At least part of the induction of heat shock proteins during light stress in Arabidopsis is mediated by H2O2 that is scavenged by APX1. Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress. The mRNA is cell-to-cell mobile.""","""ascorbate peroxidase 1 (APX1); FUNCTIONS IN: L-ascorbate peroxidase activity; INVOLVED IN: in 6 processes; LOCATED IN: cytosol, cell wall, chloroplast, plasma membrane; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant ascorbate peroxidase (InterPro:IPR002207), Peroxidases heam-ligand binding site (InterPro:IPR019793), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016), Peroxidase, active site (InterPro:IPR019794); BEST Arabidopsis thaliana protein match is: ascorbate peroxidase 2 (TAIR:AT3G09640.2)""","""APX1,ATAPX01,ATAPX1,CS1,MEE6""","ascorbate peroxidase 1","APX1","""ATAPX01,ATAPX1,CS1,MEE6,maternal effect embryo arrest 6""","ascorbate peroxidase 1","ascorbate peroxidase 1 (APX1)%3B FUNCTIONS IN: L-ascorbate peroxidase activity%3B INVOLVED IN: in 6 processes%3B LOCATED IN: cytosol%2C cell wall%2C chloroplast%2C plasma membrane%2C chloroplast stroma%3B EXPRESSED IN: 27 plant structures%3B EXPRESSED DURING: 16 growth stages%3B CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255)%2C Plant ascorbate peroxidase (InterPro:IPR002207)%2C Peroxidases heam-ligand binding site (InterPro:IPR019793)%2C Peroxidase%2C active site (InterPro:IPR019794)%2C Haem peroxidase%2C plant/fungal/bacterial (InterPro:IPR002016)%3B BEST Arabidopsis thaliana protein match is: ascorbate peroxidase 2 (TAIR:AT3G09640.2)%3B Has 8811 Blast hits to 8057 proteins in 1265 species: Archae - 75%3B Bacteria - 2912%3B Metazoa - 21%3B Fungi - 794%3B Plants - 3291%3B Viruses - 0%3B Other Eukaryotes - 1718 (source: NCBI BLink).","""PMID:9808745,PMID:9291097,PMID:9144965,PMID:8534847,PMID:8422923,PMID:12068123,PMID:12626114,PMID:12694594,PMID:14739345,PMID:14722088,PMID:15187287,PMID:15608336,PMID:15634699,PMID:15919670,PMID:16034597,PMID:16897488,PMID:17080932,PMID:17556505,PMID:18775970,PMID:18852264,PMID:19125253,PMID:19284649,PMID:16483133,PMID:19884228,PMID:20080316,PMID:20118269,PMID:20736450,PMID:21051935,PMID:21153767,PMID:21492976,PMID:21220338,PMID:22115780,PMID:22661072,PMID:22921811,PMID:23183257,PMID:23289948,PMID:23448691,PMID:23682113,PMID:23918967,PMID:24088017,PMID:24064926,PMID:24792388,PMID:25320212,PMID:25515798,PMID:25482750,PMID:25667317,locus:2026616""","protein_coding","Encodes a cytosolic ascorbate peroxidase APX1.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1%2C APX2%2C APX6)%2C two chloroplastic types (stromal sAPX%2C thylakoid tAPX)%2C and three microsomal (APX3%2C APX4%2C APX5) isoforms. At least part of the induction of heat shock proteins during light stress in Arabidopsis is mediated by H2O2 that is scavenged by APX1. Expression of the gene is downregulated in the presence of paraquat%2C an inducer of photoxidative stress.","-","-","data",0.0112441199390107,-0.359728158931069
"Os03t0628800-01","Os03g0628800","Similar to H1flk (Fragment).","-","-","-","-","-","-","Molecular Function: ATP binding (GO:0005524), Molecular Function: kinase activity (GO:0016301)","Zeta toxin domain (IPR010488)","AK099948 (DDBJ, Best hit)","Q7DM36 (UniProt)","-","-","J013123D13","-","AT1G04280.2","1","protein_coding","P-loop containing nucleoside triphosphate hydrolases superfamily protein","NULL","P-loop containing nucleoside triphosphate hydrolases superfamily protein; FUNCTIONS IN: ATP binding; INVOLVED IN: cell killing; LOCATED IN: membrane; EXPRESSED IN: leaf; CONTAINS InterPro DOMAIN/s: Zeta toxin (InterPro:IPR010488); BEST Arabidopsis thaliana protein match is: P-loop containing nucleoside triphosphate hydrolases superfamily protein (TAIR:AT1G06750.2)","-","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-","-","P-loop containing nucleoside triphosphate hydrolases superfamily protein%3B FUNCTIONS IN: ATP binding%3B INVOLVED IN: cell killing%3B LOCATED IN: membrane%3B EXPRESSED IN: leaf%3B CONTAINS InterPro DOMAIN/s: Zeta toxin (InterPro:IPR010488)%3B BEST Arabidopsis thaliana protein match is: P-loop containing nucleoside triphosphate hydrolases superfamily protein (TAIR:AT1G06750.2)%3B Has 195 Blast hits to 194 proteins in 47 species: Archae - 0%3B Bacteria - 42%3B Metazoa - 0%3B Fungi - 0%3B Plants - 130%3B Viruses - 3%3B Other Eukaryotes - 20 (source: NCBI BLink).","""PMID:15280248,PMID:20736450,locus:2018304""","protein_coding","-","-","-","data",0.0406453247231685,-0.563193317791315
